run,seed,alpha,prov_a_accuracy,prov_a_latency_ms,prov_a_reliability,prov_b_accuracy,prov_b_latency_ms,prov_b_reliability,utility_a,utility_b,selected,selected_utility,best_utility,regret,w_accuracy,w_latency,w_reliability
21,1255,0.0,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.561942,0.764966,idt2b,0.764966,0.764966,0.0,0.0,0.5,0.5
21,1255,0.05,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.580478,0.741713,idt2b,0.741713,0.741713,0.0,0.05,0.475,0.475
21,1255,0.1,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.599014,0.71846,idt2b,0.71846,0.71846,0.0,0.1,0.45,0.45
21,1255,0.15,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.61755,0.695207,idt2b,0.695207,0.695207,0.0,0.15,0.425,0.425
21,1255,0.2,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.636086,0.671953,idt2b,0.671953,0.671953,0.0,0.2,0.4,0.4
21,1255,0.25,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.654622,0.6487,idt2a,0.654622,0.654622,0.0,0.25,0.375,0.375
21,1255,0.3,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.673158,0.625447,idt2a,0.673158,0.673158,0.0,0.3,0.35,0.35
21,1255,0.35,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.691695,0.602194,idt2a,0.691695,0.691695,0.0,0.35,0.325,0.325
21,1255,0.4,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.710231,0.578941,idt2a,0.710231,0.710231,0.0,0.4,0.3,0.3
21,1255,0.45,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.728767,0.555688,idt2a,0.728767,0.728767,0.0,0.45,0.275,0.275
21,1255,0.5,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.747303,0.532434,idt2a,0.747303,0.747303,0.0,0.5,0.25,0.25
21,1255,0.55,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.765839,0.509181,idt2a,0.765839,0.765839,0.0,0.55,0.225,0.225
21,1255,0.6,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.784375,0.485928,idt2a,0.784375,0.784375,0.0,0.6,0.2,0.2
21,1255,0.65,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.802911,0.462675,idt2a,0.802911,0.802911,0.0,0.65,0.175,0.175
21,1255,0.7,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.821448,0.439422,idt2a,0.821448,0.821448,0.0,0.7,0.15,0.15
21,1255,0.75,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.839984,0.416169,idt2a,0.839984,0.839984,0.0,0.75,0.125,0.125
21,1255,0.8,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.85852,0.392915,idt2a,0.85852,0.85852,0.0,0.8,0.1,0.1
21,1255,0.85,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.877056,0.369662,idt2a,0.877056,0.877056,0.0,0.85,0.075,0.075
21,1255,0.9,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.895592,0.346409,idt2a,0.895592,0.895592,0.0,0.9,0.05,0.05
21,1255,0.95,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.914128,0.323156,idt2a,0.914128,0.914128,0.0,0.95,0.025,0.025
21,1255,1.0,0.932664,81.6342,0.940226,0.299903,5.2718,0.58265,0.932664,0.299903,idt2a,0.932664,0.932664,0.0,1.0,0.0,0.0
