run,seed,alpha,prov_a_accuracy,prov_a_latency_ms,prov_a_reliability,prov_b_accuracy,prov_b_latency_ms,prov_b_reliability,utility_a,utility_b,selected,selected_utility,best_utility,regret,w_accuracy,w_latency,w_reliability
10,1244,0.0,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.585834,0.701076,idt2b,0.701076,0.701076,0.0,0.0,0.5,0.5
10,1244,0.05,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.605613,0.683376,idt2b,0.683376,0.683376,0.0,0.05,0.475,0.475
10,1244,0.1,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.625392,0.665675,idt2b,0.665675,0.665675,0.0,0.1,0.45,0.45
10,1244,0.15,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.64517,0.647975,idt2b,0.647975,0.647975,0.0,0.15,0.425,0.425
10,1244,0.2,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.664949,0.630275,idt2a,0.664949,0.664949,0.0,0.2,0.4,0.4
10,1244,0.25,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.684728,0.612575,idt2a,0.684728,0.684728,0.0,0.25,0.375,0.375
10,1244,0.3,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.704507,0.594874,idt2a,0.704507,0.704507,0.0,0.3,0.35,0.35
10,1244,0.35,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.724286,0.577174,idt2a,0.724286,0.724286,0.0,0.35,0.325,0.325
10,1244,0.4,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.744064,0.559474,idt2a,0.744064,0.744064,0.0,0.4,0.3,0.3
10,1244,0.45,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.763843,0.541774,idt2a,0.763843,0.763843,0.0,0.45,0.275,0.275
10,1244,0.5,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.783622,0.524074,idt2a,0.783622,0.783622,0.0,0.5,0.25,0.25
10,1244,0.55,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.803401,0.506373,idt2a,0.803401,0.803401,0.0,0.55,0.225,0.225
10,1244,0.6,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.82318,0.488673,idt2a,0.82318,0.82318,0.0,0.6,0.2,0.2
10,1244,0.65,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.842958,0.470973,idt2a,0.842958,0.842958,0.0,0.65,0.175,0.175
10,1244,0.7,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.862737,0.453273,idt2a,0.862737,0.862737,0.0,0.7,0.15,0.15
10,1244,0.75,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.882516,0.435572,idt2a,0.882516,0.882516,0.0,0.75,0.125,0.125
10,1244,0.8,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.902295,0.417872,idt2a,0.902295,0.902295,0.0,0.8,0.1,0.1
10,1244,0.85,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.922074,0.400172,idt2a,0.922074,0.922074,0.0,0.85,0.075,0.075
10,1244,0.9,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.941852,0.382472,idt2a,0.941852,0.941852,0.0,0.9,0.05,0.05
10,1244,0.95,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.961631,0.364771,idt2a,0.961631,0.961631,0.0,0.95,0.025,0.025
10,1244,1.0,0.98141,81.7483,0.989151,0.347071,6.0575,0.462727,0.98141,0.347071,idt2a,0.98141,0.98141,0.0,1.0,0.0,0.0
