run,seed,alpha,prov_a_accuracy,prov_a_latency_ms,prov_a_reliability,prov_b_accuracy,prov_b_latency_ms,prov_b_reliability,utility_a,utility_b,selected,selected_utility,best_utility,regret,w_accuracy,w_latency,w_reliability
28,1262,0.0,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.618745,0.77584,idt2b,0.77584,0.77584,0.0,0.0,0.5,0.5
28,1262,0.05,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.637188,0.763105,idt2b,0.763105,0.763105,0.0,0.05,0.475,0.475
28,1262,0.1,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.655631,0.750369,idt2b,0.750369,0.750369,0.0,0.1,0.45,0.45
28,1262,0.15,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.674074,0.737634,idt2b,0.737634,0.737634,0.0,0.15,0.425,0.425
28,1262,0.2,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.692517,0.724898,idt2b,0.724898,0.724898,0.0,0.2,0.4,0.4
28,1262,0.25,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.71096,0.712163,idt2b,0.712163,0.712163,0.0,0.25,0.375,0.375
28,1262,0.3,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.729402,0.699427,idt2a,0.729402,0.729402,0.0,0.3,0.35,0.35
28,1262,0.35,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.747845,0.686691,idt2a,0.747845,0.747845,0.0,0.35,0.325,0.325
28,1262,0.4,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.766288,0.673956,idt2a,0.766288,0.766288,0.0,0.4,0.3,0.3
28,1262,0.45,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.784731,0.66122,idt2a,0.784731,0.784731,0.0,0.45,0.275,0.275
28,1262,0.5,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.803174,0.648485,idt2a,0.803174,0.803174,0.0,0.5,0.25,0.25
28,1262,0.55,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.821617,0.635749,idt2a,0.821617,0.821617,0.0,0.55,0.225,0.225
28,1262,0.6,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.84006,0.623014,idt2a,0.84006,0.84006,0.0,0.6,0.2,0.2
28,1262,0.65,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.858503,0.610278,idt2a,0.858503,0.858503,0.0,0.65,0.175,0.175
28,1262,0.7,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.876946,0.597542,idt2a,0.876946,0.876946,0.0,0.7,0.15,0.15
28,1262,0.75,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.895389,0.584807,idt2a,0.895389,0.895389,0.0,0.75,0.125,0.125
28,1262,0.8,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.913832,0.572071,idt2a,0.913832,0.913832,0.0,0.8,0.1,0.1
28,1262,0.85,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.932275,0.559336,idt2a,0.932275,0.932275,0.0,0.85,0.075,0.075
28,1262,0.9,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.950718,0.5466,idt2a,0.950718,0.950718,0.0,0.9,0.05,0.05
28,1262,0.95,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.969161,0.533865,idt2a,0.969161,0.969161,0.0,0.95,0.025,0.025
28,1262,1.0,0.987604,70.149,0.93898,0.521129,4.9505,0.601186,0.987604,0.521129,idt2a,0.987604,0.987604,0.0,1.0,0.0,0.0
