run,seed,alpha,prov_a_accuracy,prov_a_latency_ms,prov_a_reliability,prov_b_accuracy,prov_b_latency_ms,prov_b_reliability,utility_a,utility_b,selected,selected_utility,best_utility,regret,w_accuracy,w_latency,w_reliability
30,1264,0.0,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.633711,0.805559,idt2b,0.805559,0.805559,0.0,0.0,0.5,0.5
30,1264,0.05,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.651342,0.791169,idt2b,0.791169,0.791169,0.0,0.05,0.475,0.475
30,1264,0.1,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.668972,0.776778,idt2b,0.776778,0.776778,0.0,0.1,0.45,0.45
30,1264,0.15,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.686602,0.762387,idt2b,0.762387,0.762387,0.0,0.15,0.425,0.425
30,1264,0.2,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.704232,0.747997,idt2b,0.747997,0.747997,0.0,0.2,0.4,0.4
30,1264,0.25,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.721862,0.733606,idt2b,0.733606,0.733606,0.0,0.25,0.375,0.375
30,1264,0.3,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.739492,0.719216,idt2a,0.739492,0.739492,0.0,0.3,0.35,0.35
30,1264,0.35,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.757122,0.704825,idt2a,0.757122,0.757122,0.0,0.35,0.325,0.325
30,1264,0.4,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.774752,0.690435,idt2a,0.774752,0.774752,0.0,0.4,0.3,0.3
30,1264,0.45,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.792382,0.676044,idt2a,0.792382,0.792382,0.0,0.45,0.275,0.275
30,1264,0.5,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.810012,0.661653,idt2a,0.810012,0.810012,0.0,0.5,0.25,0.25
30,1264,0.55,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.827642,0.647263,idt2a,0.827642,0.827642,0.0,0.55,0.225,0.225
30,1264,0.6,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.845272,0.632872,idt2a,0.845272,0.845272,0.0,0.6,0.2,0.2
30,1264,0.65,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.862902,0.618482,idt2a,0.862902,0.862902,0.0,0.65,0.175,0.175
30,1264,0.7,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.880532,0.604091,idt2a,0.880532,0.880532,0.0,0.7,0.15,0.15
30,1264,0.75,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.898162,0.589701,idt2a,0.898162,0.898162,0.0,0.75,0.125,0.125
30,1264,0.8,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.915792,0.57531,idt2a,0.915792,0.915792,0.0,0.8,0.1,0.1
30,1264,0.85,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.933422,0.560919,idt2a,0.933422,0.933422,0.0,0.85,0.075,0.075
30,1264,0.9,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.951052,0.546529,idt2a,0.951052,0.951052,0.0,0.9,0.05,0.05
30,1264,0.95,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.968683,0.532138,idt2a,0.968683,0.968683,0.0,0.95,0.025,0.025
30,1264,1.0,0.986313,71.1376,0.978799,0.517748,3.8757,0.649875,0.986313,0.517748,idt2a,0.986313,0.986313,0.0,1.0,0.0,0.0
