run,seed,alpha,prov_a_accuracy,prov_a_latency_ms,prov_a_reliability,prov_b_accuracy,prov_b_latency_ms,prov_b_reliability,utility_a,utility_b,selected,selected_utility,best_utility,regret,w_accuracy,w_latency,w_reliability
14,1248,0.0,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.562386,0.792483,idt2b,0.792483,0.792483,0.0,0.0,0.5,0.5
14,1248,0.05,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.581222,0.778712,idt2b,0.778712,0.778712,0.0,0.05,0.475,0.475
14,1248,0.1,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.600058,0.764941,idt2b,0.764941,0.764941,0.0,0.1,0.45,0.45
14,1248,0.15,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.618894,0.751171,idt2b,0.751171,0.751171,0.0,0.15,0.425,0.425
14,1248,0.2,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.63773,0.7374,idt2b,0.7374,0.7374,0.0,0.2,0.4,0.4
14,1248,0.25,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.656566,0.723629,idt2b,0.723629,0.723629,0.0,0.25,0.375,0.375
14,1248,0.3,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.675402,0.709858,idt2b,0.709858,0.709858,0.0,0.3,0.35,0.35
14,1248,0.35,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.694238,0.696087,idt2b,0.696087,0.696087,0.0,0.35,0.325,0.325
14,1248,0.4,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.713074,0.682317,idt2a,0.713074,0.713074,0.0,0.4,0.3,0.3
14,1248,0.45,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.73191,0.668546,idt2a,0.73191,0.73191,0.0,0.45,0.275,0.275
14,1248,0.5,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.750746,0.654775,idt2a,0.750746,0.750746,0.0,0.5,0.25,0.25
14,1248,0.55,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.769582,0.641004,idt2a,0.769582,0.769582,0.0,0.55,0.225,0.225
14,1248,0.6,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.788418,0.627234,idt2a,0.788418,0.788418,0.0,0.6,0.2,0.2
14,1248,0.65,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.807254,0.613463,idt2a,0.807254,0.807254,0.0,0.65,0.175,0.175
14,1248,0.7,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.82609,0.599692,idt2a,0.82609,0.82609,0.0,0.7,0.15,0.15
14,1248,0.75,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.844926,0.585921,idt2a,0.844926,0.844926,0.0,0.75,0.125,0.125
14,1248,0.8,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.863762,0.57215,idt2a,0.863762,0.863762,0.0,0.8,0.1,0.1
14,1248,0.85,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.882598,0.55838,idt2a,0.882598,0.882598,0.0,0.85,0.075,0.075
14,1248,0.9,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.901434,0.544609,idt2a,0.901434,0.901434,0.0,0.9,0.05,0.05
14,1248,0.95,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.92027,0.530838,idt2a,0.92027,0.92027,0.0,0.95,0.025,0.025
14,1248,1.0,0.939107,86.3642,0.988415,0.517067,4.8084,0.633049,0.939107,0.517067,idt2a,0.939107,0.939107,0.0,1.0,0.0,0.0
