run,seed,alpha,prov_a_accuracy,prov_a_latency_ms,prov_a_reliability,prov_b_accuracy,prov_b_latency_ms,prov_b_reliability,utility_a,utility_b,selected,selected_utility,best_utility,regret,w_accuracy,w_latency,w_reliability
33,1267,0.0,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.508392,0.779102,idt2b,0.779102,0.779102,0.0,0.0,0.5,0.5
33,1267,0.05,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.529641,0.763186,idt2b,0.763186,0.763186,0.0,0.05,0.475,0.475
33,1267,0.1,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.55089,0.747269,idt2b,0.747269,0.747269,0.0,0.1,0.45,0.45
33,1267,0.15,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.572139,0.731352,idt2b,0.731352,0.731352,0.0,0.15,0.425,0.425
33,1267,0.2,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.593388,0.715436,idt2b,0.715436,0.715436,0.0,0.2,0.4,0.4
33,1267,0.25,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.614637,0.699519,idt2b,0.699519,0.699519,0.0,0.25,0.375,0.375
33,1267,0.3,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.635886,0.683602,idt2b,0.683602,0.683602,0.0,0.3,0.35,0.35
33,1267,0.35,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.657135,0.667685,idt2b,0.667685,0.667685,0.0,0.35,0.325,0.325
33,1267,0.4,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.678384,0.651769,idt2a,0.678384,0.678384,0.0,0.4,0.3,0.3
33,1267,0.45,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.699633,0.635852,idt2a,0.699633,0.699633,0.0,0.45,0.275,0.275
33,1267,0.5,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.720882,0.619935,idt2a,0.720882,0.720882,0.0,0.5,0.25,0.25
33,1267,0.55,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.742131,0.604019,idt2a,0.742131,0.742131,0.0,0.55,0.225,0.225
33,1267,0.6,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.763379,0.588102,idt2a,0.763379,0.763379,0.0,0.6,0.2,0.2
33,1267,0.65,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.784628,0.572185,idt2a,0.784628,0.784628,0.0,0.65,0.175,0.175
33,1267,0.7,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.805877,0.556268,idt2a,0.805877,0.805877,0.0,0.7,0.15,0.15
33,1267,0.75,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.827126,0.540352,idt2a,0.827126,0.827126,0.0,0.75,0.125,0.125
33,1267,0.8,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.848375,0.524435,idt2a,0.848375,0.848375,0.0,0.8,0.1,0.1
33,1267,0.85,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.869624,0.508518,idt2a,0.869624,0.869624,0.0,0.85,0.075,0.075
33,1267,0.9,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.890873,0.492601,idt2a,0.890873,0.890873,0.0,0.9,0.05,0.05
33,1267,0.95,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.912122,0.476685,idt2a,0.912122,0.912122,0.0,0.95,0.025,0.025
33,1267,1.0,0.933371,92.0727,0.937512,0.460768,4.6887,0.605092,0.933371,0.460768,idt2a,0.933371,0.933371,0.0,1.0,0.0,0.0
