run,seed,alpha,prov_a_accuracy,prov_a_latency_ms,prov_a_reliability,prov_b_accuracy,prov_b_latency_ms,prov_b_reliability,utility_a,utility_b,selected,selected_utility,best_utility,regret,w_accuracy,w_latency,w_reliability
38,1272,0.0,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.498031,0.745604,idt2b,0.745604,0.745604,0.0,0.0,0.5,0.5
38,1272,0.05,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.521159,0.725175,idt2b,0.725175,0.725175,0.0,0.05,0.475,0.475
38,1272,0.1,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.544287,0.704746,idt2b,0.704746,0.704746,0.0,0.1,0.45,0.45
38,1272,0.15,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.567415,0.684317,idt2b,0.684317,0.684317,0.0,0.15,0.425,0.425
38,1272,0.2,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.590542,0.663888,idt2b,0.663888,0.663888,0.0,0.2,0.4,0.4
38,1272,0.25,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.61367,0.643459,idt2b,0.643459,0.643459,0.0,0.25,0.375,0.375
38,1272,0.3,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.636798,0.62303,idt2a,0.636798,0.636798,0.0,0.3,0.35,0.35
38,1272,0.35,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.659926,0.602601,idt2a,0.659926,0.659926,0.0,0.35,0.325,0.325
38,1272,0.4,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.683054,0.582172,idt2a,0.683054,0.683054,0.0,0.4,0.3,0.3
38,1272,0.45,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.706182,0.561743,idt2a,0.706182,0.706182,0.0,0.45,0.275,0.275
38,1272,0.5,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.729309,0.541314,idt2a,0.729309,0.729309,0.0,0.5,0.25,0.25
38,1272,0.55,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.752437,0.520885,idt2a,0.752437,0.752437,0.0,0.55,0.225,0.225
38,1272,0.6,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.775565,0.500456,idt2a,0.775565,0.775565,0.0,0.6,0.2,0.2
38,1272,0.65,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.798693,0.480027,idt2a,0.798693,0.798693,0.0,0.65,0.175,0.175
38,1272,0.7,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.821821,0.459598,idt2a,0.821821,0.821821,0.0,0.7,0.15,0.15
38,1272,0.75,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.844949,0.439169,idt2a,0.844949,0.844949,0.0,0.75,0.125,0.125
38,1272,0.8,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.868076,0.41874,idt2a,0.868076,0.868076,0.0,0.8,0.1,0.1
38,1272,0.85,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.891204,0.398311,idt2a,0.891204,0.891204,0.0,0.85,0.075,0.075
38,1272,0.9,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.914332,0.377882,idt2a,0.914332,0.914332,0.0,0.9,0.05,0.05
38,1272,0.95,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.93746,0.357454,idt2a,0.93746,0.93746,0.0,0.95,0.025,0.025
38,1272,1.0,0.960588,99.2009,0.988072,0.337025,2.3352,0.514559,0.960588,0.337025,idt2a,0.960588,0.960588,0.0,1.0,0.0,0.0
