run,seed,degraded1,onset1_s,rate1,fail1_s,recover1_s,degraded2,onset2_s,rate2,fail2_s,recover2_s,degraded3,onset3_s,rate3,fail3_s,recover3_s,t,method,active_provider,accuracy,latency_ms,reliability,utility,failover_event
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,138,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,139,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,140,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,141,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,142,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,143,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,144,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,145,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,146,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,147,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,148,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,149,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,150,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,151,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,152,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,153,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,154,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,155,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,156,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,157,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,158,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,159,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,160,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,161,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,162,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,163,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,164,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,165,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,166,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,167,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,168,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,169,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,170,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,171,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,172,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,173,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,174,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,175,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,176,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,177,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,178,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,179,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,180,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,181,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,182,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,183,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,184,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,185,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,186,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,187,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,188,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,189,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,190,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
