run,seed,degraded1,onset1_s,rate1,fail1_s,recover1_s,degraded2,onset2_s,rate2,fail2_s,recover2_s,degraded3,onset3_s,rate3,fail3_s,recover3_s,degraded4,onset4_s,rate4,fail4_s,recover4_s,t,method,active_provider,accuracy,latency_ms,reliability,utility,failover_event
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,0,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,1,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,2,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,3,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,4,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,5,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,6,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,7,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,8,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,9,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,10,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,11,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,12,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,13,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,14,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,15,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,16,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,17,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,18,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,19,qos_aware,idt2a,0.914173,15.8431,0.945339,0.907444,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,20,qos_aware,idt2a,0.686468,22.2189,0.763175,0.723913,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,21,qos_aware,idt2b,0.55,4.0,0.72,0.6745,1
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,22,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,23,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,24,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,25,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,26,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,27,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,28,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,29,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,30,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,31,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,32,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,33,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,34,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,35,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,36,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,37,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,38,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,39,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,40,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,41,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,42,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,43,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,44,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,45,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,46,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,47,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,48,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,49,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,50,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,51,qos_aware,idt2b,0.55,4.0,0.72,0.6745,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,52,qos_aware,idt2a,0.796195,21.8774,0.810819,0.796857,1
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,53,qos_aware,idt2a,0.918695,16.6274,0.935569,0.90592,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,54,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,55,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,56,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,57,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,58,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,59,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,60,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,61,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,62,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,63,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,64,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,65,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,66,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,67,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,68,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,69,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,70,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,71,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,72,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,73,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,74,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,75,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,76,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,77,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,78,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,79,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,80,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,81,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,82,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,83,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,84,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,85,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,86,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,87,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
45,1279,idt2a,18.711,0.2277,25.767,45.5,idt2b,63.276,0.14301,75.171,89.587,idt2a,105.465,0.18538,115.793,128.884,idt2b,142.385,0.1018,148.666,164.447,88,qos_aware,idt2a,0.98,14.0,0.998,0.9605,0
