run,seed,t,policy,selected,true_acc,true_lat_ms,true_rel,true_utility,sigma_q_selected,sigma_a_selected,sigma_q_A,sigma_q_B,sigma_a_A,sigma_a_B,failover_event
19,1253,0,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,0,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,0,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,1,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,1,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,1,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,2,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,2,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,2,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,3,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,3,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,3,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,4,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,4,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,4,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,5,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,5,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,5,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,6,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,6,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,6,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,7,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,7,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,7,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,8,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,8,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,8,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,9,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,9,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,9,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,10,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,10,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,10,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,11,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,11,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,11,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,12,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,12,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,12,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,13,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,13,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,13,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,14,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,14,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,14,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,15,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,15,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,15,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,16,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,16,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,16,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,17,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,17,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,17,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,18,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,18,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,18,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,19,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,19,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,19,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,20,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,20,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,20,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,21,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,21,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,21,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,22,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,22,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,22,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,23,baseline,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,23,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,23,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,24,baseline,prov_a,0.892498,36.9252,0.927998,0.852573,0.02243,0.02162,0.02243,0.015,0.02162,0.015,0
19,1253,24,qos_aware,prov_a,0.892498,36.9252,0.927998,0.852573,0.02243,0.02162,0.02243,0.015,0.02162,0.015,0
19,1253,24,uncertainty_aware,prov_a,0.892498,36.9252,0.927998,0.852573,0.02243,0.02162,0.02243,0.015,0.02162,0.015,0
19,1253,25,baseline,prov_a,0.81799,42.1407,0.868392,0.787751,0.029014,0.026009,0.029014,0.015,0.026009,0.015,0
19,1253,25,qos_aware,prov_a,0.81799,42.1407,0.868392,0.787751,0.029014,0.026009,0.029014,0.015,0.026009,0.015,0
19,1253,25,uncertainty_aware,prov_a,0.81799,42.1407,0.868392,0.787751,0.029014,0.026009,0.029014,0.015,0.026009,0.015,0
19,1253,26,baseline,prov_a,0.743482,47.3563,0.808785,0.722929,0.035598,0.030398,0.035598,0.015,0.030398,0.015,0
19,1253,26,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.035598,0.015,0.030398,0.015,1
19,1253,26,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.035598,0.015,0.030398,0.015,1
19,1253,27,baseline,prov_a,0.668974,52.5718,0.749179,0.658107,0.042181,0.034788,0.042181,0.015,0.034788,0.015,0
19,1253,27,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.042181,0.015,0.034788,0.015,0
19,1253,27,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.042181,0.015,0.034788,0.015,0
19,1253,28,baseline,prov_a,0.594466,57.7874,0.689573,0.593285,0.048765,0.039177,0.048765,0.015,0.039177,0.015,0
19,1253,28,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.048765,0.015,0.039177,0.015,0
19,1253,28,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.048765,0.015,0.039177,0.015,0
19,1253,29,baseline,prov_a,0.519958,63.003,0.629966,0.528463,0.055349,0.043566,0.055349,0.015,0.043566,0.015,0
19,1253,29,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.055349,0.015,0.043566,0.015,0
19,1253,29,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.055349,0.015,0.043566,0.015,0
19,1253,30,baseline,prov_a,0.44545,68.2185,0.57036,0.463641,0.061933,0.047955,0.061933,0.015,0.047955,0.015,0
19,1253,30,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.061933,0.015,0.047955,0.015,0
19,1253,30,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.061933,0.015,0.047955,0.015,0
19,1253,31,baseline,prov_a,0.370942,73.4341,0.510753,0.398819,0.068516,0.052344,0.068516,0.015,0.052344,0.015,0
19,1253,31,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.068516,0.015,0.052344,0.015,0
19,1253,31,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.068516,0.015,0.052344,0.015,0
19,1253,32,baseline,prov_a,0.296434,78.6496,0.451147,0.333997,0.0751,0.056733,0.0751,0.015,0.056733,0.015,0
19,1253,32,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.0751,0.015,0.056733,0.015,0
19,1253,32,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.0751,0.015,0.056733,0.015,0
19,1253,33,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,1
19,1253,33,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,33,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,34,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,34,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,34,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,35,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,35,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,35,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,36,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,36,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,36,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,37,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,37,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,37,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,38,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,38,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,38,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,39,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,39,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,39,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,40,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,40,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,40,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,41,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,41,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,41,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,42,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,42,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,42,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.08,0.015,0.06,0.015,0
19,1253,43,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.075763,0.015,0.057175,0.015,0
19,1253,43,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.075763,0.015,0.057175,0.015,0
19,1253,43,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.075763,0.015,0.057175,0.015,0
19,1253,44,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.069763,0.015,0.053175,0.015,0
19,1253,44,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.069763,0.015,0.053175,0.015,0
19,1253,44,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.069763,0.015,0.053175,0.015,0
19,1253,45,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.063763,0.015,0.049175,0.015,0
19,1253,45,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.063763,0.015,0.049175,0.015,0
19,1253,45,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.063763,0.015,0.049175,0.015,0
19,1253,46,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.057763,0.015,0.045175,0.015,0
19,1253,46,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.057763,0.015,0.045175,0.015,0
19,1253,46,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.057763,0.015,0.045175,0.015,0
19,1253,47,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.051763,0.015,0.041175,0.015,0
19,1253,47,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.051763,0.015,0.041175,0.015,0
19,1253,47,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.051763,0.015,0.041175,0.015,0
19,1253,48,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.045763,0.015,0.037175,0.015,0
19,1253,48,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.045763,0.015,0.037175,0.015,0
19,1253,48,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.045763,0.015,0.037175,0.015,0
19,1253,49,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.039763,0.015,0.033175,0.015,0
19,1253,49,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.039763,0.015,0.033175,0.015,0
19,1253,49,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.039763,0.015,0.033175,0.015,0
19,1253,50,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.033763,0.015,0.029175,0.015,0
19,1253,50,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.033763,0.015,0.029175,0.015,0
19,1253,50,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.033763,0.015,0.029175,0.015,0
19,1253,51,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.027763,0.015,0.025175,0.015,0
19,1253,51,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.027763,0.015,0.025175,0.015,0
19,1253,51,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.027763,0.015,0.025175,0.015,0
19,1253,52,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.021763,0.015,0.021175,0.015,0
19,1253,52,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.021763,0.015,0.021175,0.015,0
19,1253,52,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.021763,0.015,0.021175,0.015,0
19,1253,53,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,53,qos_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,53,uncertainty_aware,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,54,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,54,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,1
19,1253,54,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,1
19,1253,55,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,55,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,55,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,56,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,56,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,56,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,57,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,57,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,57,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,58,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,58,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,58,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,59,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,59,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,59,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,60,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,60,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,60,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,61,baseline,prov_b,0.75,10.0,0.87,0.822,0.015,0.015,0.02,0.015,0.02,0.015,0
19,1253,61,qos_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
19,1253,61,uncertainty_aware,prov_a,0.92,35.0,0.95,0.8765,0.02,0.02,0.02,0.015,0.02,0.015,0
