timestamp_ms,timestamp_iso,active_provider,on_fallback,coverage_pct,area_sqm,active_robots,accuracy,latency_ms,reliability,freshness_ms,degraded
1774811662195,2026-03-29T21:14:22+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774811665194,2026-03-29T21:14:25+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774811668195,2026-03-29T21:14:28+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774811671196,2026-03-29T21:14:31+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774811674195,2026-03-29T21:14:34+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774811677195,2026-03-29T21:14:37+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774811680193,2026-03-29T21:14:40+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774811683196,2026-03-29T21:14:43+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774811686194,2026-03-29T21:14:46+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812264049,2026-03-29T21:24:24+02:00,idt1a,0,0,0,2,0.95,2,0.97,0,0
1774812267045,2026-03-29T21:24:27+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812270045,2026-03-29T21:24:30+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812273047,2026-03-29T21:24:33+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812276045,2026-03-29T21:24:36+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812279046,2026-03-29T21:24:39+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812282046,2026-03-29T21:24:42+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812285050,2026-03-29T21:24:45+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812288047,2026-03-29T21:24:48+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812290539,2026-03-29T21:24:50+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812293537,2026-03-29T21:24:53+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812296539,2026-03-29T21:24:56+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812299541,2026-03-29T21:24:59+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812302538,2026-03-29T21:25:02+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812305538,2026-03-29T21:25:05+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812308540,2026-03-29T21:25:08+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812311539,2026-03-29T21:25:11+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812314538,2026-03-29T21:25:14+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812317541,2026-03-29T21:25:17+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812320540,2026-03-29T21:25:20+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812323021,2026-03-29T21:25:23+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812326019,2026-03-29T21:25:26+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812329018,2026-03-29T21:25:29+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812332019,2026-03-29T21:25:32+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812335020,2026-03-29T21:25:35+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812338027,2026-03-29T21:25:38+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
