event_id,cdt_id,capability,prev_provider,next_provider,failure_time_ms,detection_time_ms,switch_time_ms,fail_to_switch_ms,decision_delay_ms,orchestration_mode,network_delay_ms,accuracy_before,latency_before_ms,reliability_before,accuracy_after,latency_after_ms,reliability_after
fo-1774811358053874030,cdt2,gas-measurement,idt2a,idt2b,1774811358052,1774811358053,1774811358053,1.00,0.00,local,0.0,0.95,10.0000,0.75,0.85,15.0000,0.95
fo-1774811358363545981,cdt2,gas-measurement,idt2a,idt2b,1774811358361,1774811358363,1774811358363,1.00,0.00,local,0.0,0.95,10.0000,0.6,0.85,15.0000,0.95
fo-1774811358672476208,cdt2,gas-measurement,idt2a,idt2b,1774811358670,1774811358672,1774811358672,1.00,0.00,local,0.0,0.95,10.0000,0.5,0.85,15.0000,0.95
fo-1774811358982186095,cdt2,gas-measurement,idt2a,idt2b,1774811358980,1774811358982,1774811358982,1.00,0.00,local,0.0,0.95,10.0000,0.428571,0.85,15.0000,0.95
fo-1774811359293297725,cdt2,gas-measurement,idt2a,idt2b,1774811359291,1774811359293,1774811359293,1.00,0.00,local,0.0,0.95,10.0000,0.375,0.85,15.0000,0.95
fo-1774811359604971899,cdt2,gas-measurement,idt2a,idt2b,1774811359602,1774811359604,1774811359604,2.00,0.00,local,0.0,0.95,10.0000,0.333333,0.85,15.0000,0.95
fo-1774811359915569837,cdt2,gas-measurement,idt2a,idt2b,1774811359913,1774811359915,1774811359915,1.00,0.00,local,0.0,0.95,10.0000,0.3,0.85,15.0000,0.95
fo-1774811360225793183,cdt2,gas-measurement,idt2a,idt2b,1774811360224,1774811360225,1774811360225,1.00,0.00,local,0.0,0.95,10.0000,0.2,0.85,15.0000,0.95
fo-1774811360536744555,cdt2,gas-measurement,idt2a,idt2b,1774811360534,1774811360536,1774811360536,1.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811360848202058,cdt2,gas-measurement,idt2a,idt2b,1774811360846,1774811360848,1774811360848,1.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811361159081394,cdt2,gas-measurement,idt2a,idt2b,1774811361157,1774811361159,1774811361159,1.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811361470261952,cdt2,gas-measurement,idt2a,idt2b,1774811361468,1774811361470,1774811361470,2.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811361781409372,cdt2,gas-measurement,idt2a,idt2b,1774811361779,1774811361781,1774811361781,1.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811362091204148,cdt2,gas-measurement,idt2a,idt2b,1774811362088,1774811362091,1774811362091,2.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811362400264804,cdt2,gas-measurement,idt2a,idt2b,1774811362398,1774811362400,1774811362400,1.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811362710432197,cdt2,gas-measurement,idt2a,idt2b,1774811362708,1774811362710,1774811362710,1.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811363020708938,cdt2,gas-measurement,idt2a,idt2b,1774811363018,1774811363020,1774811363020,2.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811363333215032,cdt2,gas-measurement,idt2a,idt2b,1774811363331,1774811363333,1774811363333,1.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811363644885694,cdt2,gas-measurement,idt2a,idt2b,1774811363642,1774811363644,1774811363644,1.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811363955441489,cdt2,gas-measurement,idt2a,idt2b,1774811363953,1774811363955,1774811363955,1.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811364281522998,cdt2,gas-measurement,idt2a,idt2b,1774811364274,1774811364281,1774811364281,6.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811364608383707,cdt2,gas-measurement,idt2a,idt2b,1774811364601,1774811364608,1774811364608,7.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811364935760839,cdt2,gas-measurement,idt2a,idt2b,1774811364928,1774811364935,1774811364935,7.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811365261740726,cdt2,gas-measurement,idt2a,idt2b,1774811365254,1774811365261,1774811365261,7.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811365587981177,cdt2,gas-measurement,idt2a,idt2b,1774811365580,1774811365587,1774811365587,7.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811365915692503,cdt2,gas-measurement,idt2a,idt2b,1774811365908,1774811365915,1774811365915,7.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811366242971401,cdt2,gas-measurement,idt2a,idt2b,1774811366235,1774811366242,1774811366242,7.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811366169878790,cdt2,gas-measurement,idt2a,idt2b,1774811366162,1774811366169,1774811366169,7.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811366496630219,cdt2,gas-measurement,idt2a,idt2b,1774811366489,1774811366496,1774811366496,7.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811366826875158,cdt2,gas-measurement,idt2a,idt2b,1774811366816,1774811366826,1774811366826,10.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811367152578957,cdt2,gas-measurement,idt2a,idt2b,1774811367145,1774811367152,1774811367152,6.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811367480288305,cdt2,gas-measurement,idt2a,idt2b,1774811367473,1774811367480,1774811367480,7.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811367806218255,cdt2,gas-measurement,idt2a,idt2b,1774811367799,1774811367806,1774811367806,6.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811368132671716,cdt2,gas-measurement,idt2a,idt2b,1774811368125,1774811368132,1774811368132,7.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811368459927554,cdt2,gas-measurement,idt2a,idt2b,1774811368452,1774811368459,1774811368459,7.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811368785836908,cdt2,gas-measurement,idt2a,idt2b,1774811368778,1774811368785,1774811368785,7.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811369111257780,cdt2,gas-measurement,idt2a,idt2b,1774811369104,1774811369111,1774811369111,7.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811369439001398,cdt2,gas-measurement,idt2a,idt2b,1774811369431,1774811369439,1774811369439,7.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811369767447365,cdt2,gas-measurement,idt2a,idt2b,1774811369760,1774811369767,1774811369767,7.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811370094677222,cdt2,gas-measurement,idt2a,idt2b,1774811370087,1774811370094,1774811370094,7.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811370436816594,cdt2,gas-measurement,idt2a,idt2b,1774811370424,1774811370436,1774811370436,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811370778584922,cdt2,gas-measurement,idt2a,idt2b,1774811370766,1774811370778,1774811370778,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811371120372556,cdt2,gas-measurement,idt2a,idt2b,1774811371107,1774811371120,1774811371120,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811371462135296,cdt2,gas-measurement,idt2a,idt2b,1774811371449,1774811371462,1774811371462,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811371804268500,cdt2,gas-measurement,idt2a,idt2b,1774811371791,1774811371804,1774811371804,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811372146384608,cdt2,gas-measurement,idt2a,idt2b,1774811372133,1774811372146,1774811372146,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811372487696001,cdt2,gas-measurement,idt2a,idt2b,1774811372475,1774811372487,1774811372487,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811372822450958,cdt2,gas-measurement,idt2a,idt2b,1774811372816,1774811372822,1774811372822,5.00,0.00,local,0.0,0.95,6.0000,0,0.85,15.0000,0.95
fo-1774811373174718576,cdt2,gas-measurement,idt2a,idt2b,1774811373162,1774811373174,1774811373174,11.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811373517137495,cdt2,gas-measurement,idt2a,idt2b,1774811373504,1774811373517,1774811373517,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811373859276559,cdt2,gas-measurement,idt2a,idt2b,1774811373847,1774811373859,1774811373859,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811374199941805,cdt2,gas-measurement,idt2a,idt2b,1774811374188,1774811374199,1774811374199,11.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811374542849778,cdt2,gas-measurement,idt2a,idt2b,1774811374530,1774811374542,1774811374542,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811374887100975,cdt2,gas-measurement,idt2a,idt2b,1774811374874,1774811374887,1774811374887,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811375230294598,cdt2,gas-measurement,idt2a,idt2b,1774811375217,1774811375230,1774811375230,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811375573006127,cdt2,gas-measurement,idt2a,idt2b,1774811375560,1774811375573,1774811375573,12.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811375916009190,cdt2,gas-measurement,idt2a,idt2b,1774811375903,1774811375916,1774811375916,12.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811376258096070,cdt2,gas-measurement,idt2a,idt2b,1774811376245,1774811376258,1774811376258,12.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811376600545586,cdt2,gas-measurement,idt2a,idt2b,1774811376587,1774811376600,1774811376600,12.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811376941208487,cdt2,gas-measurement,idt2a,idt2b,1774811376929,1774811376941,1774811376941,11.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811377297709988,cdt2,gas-measurement,idt2a,idt2b,1774811377280,1774811377297,1774811377297,17.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811377655613518,cdt2,gas-measurement,idt2a,idt2b,1774811377638,1774811377655,1774811377655,17.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811378011295259,cdt2,gas-measurement,idt2a,idt2b,1774811377994,1774811378011,1774811378011,17.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811378368332294,cdt2,gas-measurement,idt2a,idt2b,1774811378351,1774811378368,1774811378368,16.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811378725751577,cdt2,gas-measurement,idt2a,idt2b,1774811378707,1774811378725,1774811378725,18.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811379082966527,cdt2,gas-measurement,idt2a,idt2b,1774811379065,1774811379082,1774811379082,17.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811379440454012,cdt2,gas-measurement,idt2a,idt2b,1774811379423,1774811379440,1774811379440,17.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811379797915554,cdt2,gas-measurement,idt2a,idt2b,1774811379780,1774811379797,1774811379797,17.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811380154833678,cdt2,gas-measurement,idt2a,idt2b,1774811380137,1774811380154,1774811380154,17.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811380512950443,cdt2,gas-measurement,idt2a,idt2b,1774811380495,1774811380512,1774811380512,17.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811380871324361,cdt2,gas-measurement,idt2a,idt2b,1774811380853,1774811380871,1774811380871,17.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811381230384133,cdt2,gas-measurement,idt2a,idt2b,1774811381212,1774811381230,1774811381230,17.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811381587379485,cdt2,gas-measurement,idt2a,idt2b,1774811381569,1774811381587,1774811381587,17.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811381944634947,cdt2,gas-measurement,idt2a,idt2b,1774811381927,1774811381944,1774811381944,17.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811382301551586,cdt2,gas-measurement,idt2a,idt2b,1774811382284,1774811382301,1774811382301,17.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811382658409792,cdt2,gas-measurement,idt2a,idt2b,1774811382640,1774811382658,1774811382658,17.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811383014295559,cdt2,gas-measurement,idt2a,idt2b,1774811382996,1774811383014,1774811383014,17.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811383371086098,cdt2,gas-measurement,idt2a,idt2b,1774811383354,1774811383371,1774811383371,16.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811383729203143,cdt2,gas-measurement,idt2a,idt2b,1774811383711,1774811383729,1774811383729,17.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811384086528992,cdt2,gas-measurement,idt2a,idt2b,1774811384068,1774811384086,1774811384086,17.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811384459478709,cdt2,gas-measurement,idt2a,idt2b,1774811384437,1774811384459,1774811384459,22.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811384816787223,cdt2,gas-measurement,idt2a,idt2b,1774811384810,1774811384816,1774811384816,6.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811385201978596,cdt2,gas-measurement,idt2a,idt2b,1774811385179,1774811385201,1774811385201,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811385575596400,cdt2,gas-measurement,idt2a,idt2b,1774811385553,1774811385575,1774811385575,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811385947620981,cdt2,gas-measurement,idt2a,idt2b,1774811385925,1774811385947,1774811385947,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811386319106210,cdt2,gas-measurement,idt2a,idt2b,1774811386296,1774811386319,1774811386319,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811386693105945,cdt2,gas-measurement,idt2a,idt2b,1774811386670,1774811386693,1774811386693,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811387065260735,cdt2,gas-measurement,idt2a,idt2b,1774811387042,1774811387065,1774811387065,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811387438287947,cdt2,gas-measurement,idt2a,idt2b,1774811387415,1774811387438,1774811387438,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811387811240330,cdt2,gas-measurement,idt2a,idt2b,1774811387788,1774811387811,1774811387811,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811388183291020,cdt2,gas-measurement,idt2a,idt2b,1774811388161,1774811388183,1774811388183,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811388555517721,cdt2,gas-measurement,idt2a,idt2b,1774811388532,1774811388555,1774811388555,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811388927157583,cdt2,gas-measurement,idt2a,idt2b,1774811388904,1774811388927,1774811388927,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811389300198989,cdt2,gas-measurement,idt2a,idt2b,1774811389277,1774811389300,1774811389300,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811389673463590,cdt2,gas-measurement,idt2a,idt2b,1774811389651,1774811389673,1774811389673,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811390045443806,cdt2,gas-measurement,idt2a,idt2b,1774811390023,1774811390045,1774811390045,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811390418378951,cdt2,gas-measurement,idt2a,idt2b,1774811390395,1774811390418,1774811390418,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811390790892750,cdt2,gas-measurement,idt2a,idt2b,1774811390768,1774811390790,1774811390790,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811391162236130,cdt2,gas-measurement,idt2a,idt2b,1774811391140,1774811391162,1774811391162,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811391534241855,cdt2,gas-measurement,idt2a,idt2b,1774811391512,1774811391534,1774811391534,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811391922344541,cdt2,gas-measurement,idt2a,idt2b,1774811391894,1774811391922,1774811391922,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811392311459810,cdt2,gas-measurement,idt2a,idt2b,1774811392283,1774811392311,1774811392311,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811392700750454,cdt2,gas-measurement,idt2a,idt2b,1774811392673,1774811392700,1774811392700,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811393087634253,cdt2,gas-measurement,idt2a,idt2b,1774811393060,1774811393087,1774811393087,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811393475951825,cdt2,gas-measurement,idt2a,idt2b,1774811393447,1774811393475,1774811393475,28.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811393862193413,cdt2,gas-measurement,idt2a,idt2b,1774811393816,1774811393862,1774811393862,45.00,0.00,local,0.0,0.95,1.0000,0,0.85,15.0000,0.95
fo-1774811394249377102,cdt2,gas-measurement,idt2a,idt2b,1774811394222,1774811394249,1774811394249,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811394636963001,cdt2,gas-measurement,idt2a,idt2b,1774811394609,1774811394636,1774811394636,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,1.0000,0.95
fo-1774811395024651536,cdt2,gas-measurement,idt2a,idt2b,1774811394996,1774811395024,1774811395024,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811395412114868,cdt2,gas-measurement,idt2a,idt2b,1774811395384,1774811395412,1774811395412,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811395799667916,cdt2,gas-measurement,idt2a,idt2b,1774811395772,1774811395799,1774811395799,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811396186734446,cdt2,gas-measurement,idt2a,idt2b,1774811396159,1774811396186,1774811396186,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811396574549877,cdt2,gas-measurement,idt2a,idt2b,1774811396546,1774811396574,1774811396574,27.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811396961995970,cdt2,gas-measurement,idt2a,idt2b,1774811396934,1774811396961,1774811396961,27.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811397348489045,cdt2,gas-measurement,idt2a,idt2b,1774811397320,1774811397348,1774811397348,27.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811397737088171,cdt2,gas-measurement,idt2a,idt2b,1774811397709,1774811397737,1774811397737,27.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811398123980160,cdt2,gas-measurement,idt2a,idt2b,1774811398096,1774811398123,1774811398123,27.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811398513395507,cdt2,gas-measurement,idt2a,idt2b,1774811398485,1774811398513,1774811398513,28.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811398902087765,cdt2,gas-measurement,idt2a,idt2b,1774811398874,1774811398902,1774811398902,27.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811399287643632,cdt2,gas-measurement,idt2a,idt2b,1774811399260,1774811399287,1774811399287,27.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811399688699154,cdt2,gas-measurement,idt2a,idt2b,1774811399656,1774811399688,1774811399688,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811400089414826,cdt2,gas-measurement,idt2a,idt2b,1774811400057,1774811400089,1774811400089,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811400489661991,cdt2,gas-measurement,idt2a,idt2b,1774811400457,1774811400489,1774811400489,32.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811400890636883,cdt2,gas-measurement,idt2a,idt2b,1774811400858,1774811400890,1774811400890,32.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811401290839538,cdt2,gas-measurement,idt2a,idt2b,1774811401258,1774811401290,1774811401290,32.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811401691766721,cdt2,gas-measurement,idt2a,idt2b,1774811401659,1774811401691,1774811401691,32.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811402092261998,cdt2,gas-measurement,idt2a,idt2b,1774811402059,1774811402092,1774811402092,32.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811402493355923,cdt2,gas-measurement,idt2a,idt2b,1774811402461,1774811402493,1774811402493,32.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811402893916757,cdt2,gas-measurement,idt2a,idt2b,1774811402861,1774811402893,1774811402893,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811403295471788,cdt2,gas-measurement,idt2a,idt2b,1774811403263,1774811403295,1774811403295,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811403696831961,cdt2,gas-measurement,idt2a,idt2b,1774811403664,1774811403696,1774811403696,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811404098359083,cdt2,gas-measurement,idt2a,idt2b,1774811404065,1774811404098,1774811404098,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811404500546313,cdt2,gas-measurement,idt2a,idt2b,1774811404468,1774811404500,1774811404500,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811404901382933,cdt2,gas-measurement,idt2a,idt2b,1774811404868,1774811404901,1774811404901,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811405302747525,cdt2,gas-measurement,idt2a,idt2b,1774811405270,1774811405302,1774811405302,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811405703362019,cdt2,gas-measurement,idt2a,idt2b,1774811405671,1774811405703,1774811405703,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811406103524803,cdt2,gas-measurement,idt2a,idt2b,1774811406071,1774811406103,1774811406103,32.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811406504664158,cdt2,gas-measurement,idt2a,idt2b,1774811406472,1774811406504,1774811406504,32.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811406906273803,cdt2,gas-measurement,idt2a,idt2b,1774811406874,1774811406906,1774811406906,32.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811407307085918,cdt2,gas-measurement,idt2a,idt2b,1774811407274,1774811407307,1774811407307,32.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811407723118483,cdt2,gas-measurement,idt2a,idt2b,1774811407685,1774811407723,1774811407723,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811408139601475,cdt2,gas-measurement,idt2a,idt2b,1774811408102,1774811408139,1774811408139,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811408555066370,cdt2,gas-measurement,idt2a,idt2b,1774811408517,1774811408555,1774811408555,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811408971487719,cdt2,gas-measurement,idt2a,idt2b,1774811408933,1774811408971,1774811408971,37.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811409388189698,cdt2,gas-measurement,idt2a,idt2b,1774811409350,1774811409388,1774811409388,37.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811409805051055,cdt2,gas-measurement,idt2a,idt2b,1774811409767,1774811409805,1774811409805,37.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811410221319404,cdt2,gas-measurement,idt2a,idt2b,1774811410183,1774811410221,1774811410221,37.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811410638784600,cdt2,gas-measurement,idt2a,idt2b,1774811410601,1774811410638,1774811410638,37.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811411055490979,cdt2,gas-measurement,idt2a,idt2b,1774811411017,1774811411055,1774811411055,37.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811411472668252,cdt2,gas-measurement,idt2a,idt2b,1774811411435,1774811411472,1774811411472,37.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811411888938040,cdt2,gas-measurement,idt2a,idt2b,1774811411817,1774811411888,1774811411888,71.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811412305072296,cdt2,gas-measurement,idt2a,idt2b,1774811412267,1774811412305,1774811412305,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811412721310492,cdt2,gas-measurement,idt2a,idt2b,1774811412683,1774811412721,1774811412721,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811413138325699,cdt2,gas-measurement,idt2a,idt2b,1774811413100,1774811413138,1774811413138,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
