event_id,cdt_id,capability,prev_provider,next_provider,failure_time_ms,detection_time_ms,switch_time_ms,fail_to_switch_ms,decision_delay_ms,orchestration_mode,network_delay_ms,accuracy_before,latency_before_ms,reliability_before,accuracy_after,latency_after_ms,reliability_after
fo-1774814979425373283,cdt2,gas-measurement,idt2a,idt2b,1774814979360,1774814979393,1774814979425,65.09,31.90,central,15.0,0.95,16.0000,0.1,0.85,16.6627,0.7
fo-1774814979884253707,cdt2,gas-measurement,idt2a,idt2b,1774814979818,1774814979852,1774814979884,65.27,32.01,central,15.0,0.95,16.0000,0.1,0.85,16.4521,0.8
fo-1774814980344339814,cdt2,gas-measurement,idt2a,idt2b,1774814980278,1774814980312,1774814980344,66.27,32.13,central,15.0,0.95,17.0000,0.1,0.85,16.8796,0.8
fo-1774814980800580198,cdt2,gas-measurement,idt2a,idt2b,1774814980736,1774814980768,1774814980800,64.54,31.99,central,15.0,0.95,16.0000,0.1,0.85,16.2446,0.7
fo-1774814981256564011,cdt2,gas-measurement,idt2a,idt2b,1774814981190,1774814981224,1774814981256,66.52,32.32,central,15.0,0.95,16.0000,0.1,0.85,16.1040,0.6
fo-1774814981415642211,cdt2,gas-measurement,idt2b,idt2a,1774814980361,1774814981384,1774814981415,1054.42,31.51,central,15.0,0.85,16.0000,0.5,0.95,16.8087,0.1
fo-1774814981706250251,cdt2,gas-measurement,idt2a,idt2b,1774814981661,1774814981706,1774814981706,44.30,0.00,local,20.0,0.95,22.0000,0.1,0.85,21.6751,0.4
fo-1774814982164133946,cdt2,gas-measurement,idt2a,idt2b,1774814982121,1774814982164,1774814982164,43.11,0.00,local,20.0,0.95,21.0000,0,0.85,21.7329,0.3
fo-1774814982624958895,cdt2,gas-measurement,idt2a,idt2b,1774814982581,1774814982624,1774814982624,43.95,0.00,local,20.0,0.95,21.0000,0,0.85,21.2092,0.2
fo-1774814983086231223,cdt2,gas-measurement,idt2a,idt2b,1774814983042,1774814983086,1774814983086,43.40,0.00,local,20.0,0.95,21.0000,0,0.85,21.5226,0.1
fo-1774814983545331262,cdt2,gas-measurement,idt2a,idt2b,1774814983501,1774814983545,1774814983545,43.56,0.00,local,20.0,0.95,21.0000,0,0.85,21.7886,0.1
fo-1774814984049629223,cdt2,gas-measurement,idt2a,idt2b,1774814983963,1774814984007,1774814984049,86.27,42.10,central,20.0,0.95,21.0000,0,0.85,22.1883,0
fo-1774814984553940540,cdt2,gas-measurement,idt2a,idt2b,1774814984468,1774814984512,1774814984553,85.13,41.72,central,20.0,0.95,21.0000,0.1,0.85,21.5018,0
fo-1774814985056299814,cdt2,gas-measurement,idt2a,idt2b,1774814984970,1774814985014,1774814985056,85.75,42.18,central,20.0,0.95,21.0000,0.1,0.85,21.4832,0.1
fo-1774814985558551572,cdt2,gas-measurement,idt2a,idt2b,1774814985472,1774814985516,1774814985558,86.23,42.17,central,20.0,0.95,21.0000,0.1,0.85,21.9097,0.1
fo-1774814986063066369,cdt2,gas-measurement,idt2a,idt2b,1774814985977,1774814986021,1774814986063,85.26,41.64,central,20.0,0.95,21.0000,0.1,0.85,21.7325,0.1
fo-1774814986548039327,cdt2,gas-measurement,idt2a,idt2b,1774814986493,1774814986548,1774814986548,54.88,0.00,local,25.0,0.95,26.0000,0.1,0.85,26.9882,0.1
fo-1774814987047860102,cdt2,gas-measurement,idt2a,idt2b,1774814986993,1774814987047,1774814987047,54.39,0.00,local,25.0,0.95,27.0000,0.1,0.85,26.7488,0.1
fo-1774814987545115244,cdt2,gas-measurement,idt2a,idt2b,1774814987491,1774814987545,1774814987545,53.92,0.00,local,25.0,0.95,26.0000,0.2,0.85,26.5783,0.1
fo-1774814988041928405,cdt2,gas-measurement,idt2a,idt2b,1774814987988,1774814988041,1774814988041,53.90,0.00,local,25.0,0.95,26.0000,0.2,0.85,26.5824,0.1
fo-1774814988060487991,cdt2,gas-measurement,idt2a,idt2b,1774814988005,1774814988060,1774814988060,55.42,0.00,local,25.0,0.95,26.0000,0.1,0.85,26.8923,0.1
fo-1774814988609032608,cdt2,gas-measurement,idt2a,idt2b,1774814988502,1774814988556,1774814988609,106.12,52.22,central,25.0,0.95,26.0000,0.1,0.85,27.1109,0.2
fo-1774814989159078242,cdt2,gas-measurement,idt2a,idt2b,1774814989053,1774814989106,1774814989159,105.92,52.12,central,25.0,0.95,26.0000,0.1,0.85,26.2775,0.2
fo-1774814989706230519,cdt2,gas-measurement,idt2a,idt2b,1774814989600,1774814989653,1774814989706,105.77,52.56,central,25.0,0.95,26.0000,0.1,0.85,26.5407,0.1
fo-1774814989965357331,cdt2,gas-measurement,idt2b,idt2a,1774814989185,1774814989913,1774814989965,780.00,51.57,local,25.0,0.85,26.0000,0.1,0.95,26.3913,0.2
fo-1774868218234834305,cdt2,gas-measurement,idt2a,idt2b,1774868212231,1774868218234,1774868218234,6003.34,0.00,local,0.0,0.95,1.0000,0.7,0.85,0.6993,0.95
